state,date,inpatient_beds,inpatient_beds_used,inpatient_beds_used_covid,dec_percent_bed_used,dec_percent_beds_used_COVID,dec_percent_COVID_of_beds_used
NH,12/19/21,2952,2306,448,0.781165312,0.151761518,0.194275802
OH,3/14/20,741,338,8,0.456140351,0.010796221,0.023668639
MN,1/29/20,46,,0,0,0,#DIV/0!
SC,1/27/22,11972,9571,2619,0.799448714,0.218760441,0.273639118
HI,3/30/21,2475,1756,50,0.709494949,0.02020202,0.028473804
NM,5/7/21,4410,2953,149,0.669614512,0.033786848,0.050457162
OR,4/12/20,3532,954,137,0.270101925,0.038788222,0.14360587
WY,3/17/22,1716,813,14,0.473776224,0.008158508,0.017220172
HI,11/11/21,2617,1966,61,0.75124188,0.023309133,0.031027467
IA,2/19/22,7548,5070,362,0.671701113,0.047959724,0.071400394
CA,1/20/22,67554,55175,16147,0.816754004,0.239023596,0.292650657
NC,11/12/21,23666,18478,1154,0.780782557,0.048761937,0.062452646
CO,1/27/22,11986,8419,1628,0.702402803,0.135825129,0.193372134
NJ,4/12/21,21685,15149,2376,0.698593498,0.109568826,0.156842036
MI,11/5/21,22918,19171,2430,0.836504058,0.106030195,0.126753951
TN,3/14/22,18789,12714,637,0.676672521,0.033902815,0.050102249
CO,4/6/21,11244,7558,458,0.672180719,0.040732835,0.060598042
ND,12/4/21,2283,1797,247,0.787122208,0.108190977,0.137451308
MN,2/13/21,9768,7183,406,0.73536036,0.041564292,0.056522344
UT,2/15/22,5572,3260,503,0.585068198,0.090272793,0.154294479
NV,3/24/21,8849,6272,289,0.708780653,0.032659058,0.046077806
FL,12/21/21,55346,43101,1918,0.778755466,0.034654718,0.044500128
TN,11/9/21,18551,13141,877,0.708371516,0.04727508,0.066737691
IA,10/20/21,7516,5479,583,0.72897818,0.077567855,0.106406279
OK,5/1/21,10730,7236,291,0.674370923,0.027120224,0.040215589
NE,11/4/21,4457,3375,445,0.757235809,0.099842944,0.131851852
WA,3/9/20,360,205,12,0.569444444,0.033333333,0.058536585
TN,4/26/21,20069,13199,881,0.657681001,0.04389855,0.066747481
LA,2/18/21,13950,9129,743,0.654408602,0.053261649,0.08138898
LA,3/7/22,12849,9000,252,0.700443614,0.019612421,0.028
IA,4/13/21,7884,5061,238,0.641933029,0.030187722,0.047026279
PR,3/8/21,9412,5534,171,0.587972801,0.018168296,0.030899892
CO,3/16/21,11076,7258,426,0.655290719,0.038461538,0.058693855
CO,3/22/21,11114,7048,390,0.63415512,0.035090876,0.055334847
OR,1/14/22,7093,5720,945,0.806428874,0.133229945,0.16520979
KS,2/16/21,8318,4617,411,0.555061313,0.049410916,0.089018843
MT,4/26/21,2949,1760,49,0.596812479,0.016615802,0.027840909
VA,3/12/22,17807,12538,539,0.704105127,0.030268995,0.042989312
AK,1/28/22,1558,1155,196,0.741335045,0.125802311,0.16969697
PA,1/9/22,31162,25747,7505,0.826230666,0.2408382,0.291490271
AL,12/17/21,15227,11623,486,0.763315164,0.03191699,0.041813645
HI,3/24/21,2642,1835,49,0.694549584,0.018546556,0.026702997
LA,2/24/22,12995,9782,520,0.752751058,0.040015391,0.053158863
VT,4/15/21,1315,860,27,0.653992395,0.020532319,0.031395349
NV,1/29/22,8509,6958,1860,0.817722412,0.218592079,0.267318195
AL,3/12/21,15495,11641,579,0.751274605,0.037366893,0.049737995
RI,4/3/21,2549,2216,179,0.869360534,0.070223617,0.080776173
MI,2/26/21,23303,17736,846,0.761103721,0.036304338,0.047699594
MO,4/6/21,15375,11769,810,0.765463415,0.052682927,0.068824879
GA,2/26/22,41813,34387,3738,0.822399732,0.089398034,0.108703871
DE,11/7/21,3498,2569,164,0.734419668,0.046883934,0.063838069
CO,3/3/21,11850,8143,449,0.687172996,0.037890295,0.055139384
SC,3/28/21,10697,7727,478,0.722352061,0.044685426,0.061861007
NY,1/21/22,48907,40619,11396,0.830535506,0.233013679,0.280558359
AZ,12/16/21,17118,14813,2678,0.865346419,0.15644351,0.180787146
WA,11/14/21,13007,10271,1020,0.789651726,0.078419313,0.099308733
OR,4/9/20,3099,772,137,0.249112617,0.044207809,0.17746114
RI,11/7/21,2418,2025,95,0.837468983,0.039288668,0.04691358
OK,2/10/21,10884,7752,1105,0.712238148,0.101525175,0.14254386
VT,4/14/20,1102,497,54,0.450998185,0.049001815,0.108651911
WA,10/30/21,12347,10000,1167,0.809913339,0.094516887,0.1167
VI,1/24/22,168,104,23,0.619047619,0.136904762,0.221153846
ID,2/9/22,3348,2508,524,0.749103943,0.15651135,0.208931419
MS,2/23/21,8099,5455,578,0.673539943,0.071366835,0.105957837
GA,2/2/22,23294,19705,5053,0.84592599,0.216922813,0.256432378
RI,4/27/21,2538,2303,189,0.907407407,0.074468085,0.082066869
KS,3/5/22,8846,5160,298,0.583314492,0.033687542,0.057751938
MO,3/2/22,17202,14248,1165,0.828275782,0.067724683,0.081765862
PR,4/1/21,9699,5730,259,0.590782555,0.026703784,0.045200698
OK,3/22/22,8506,5538,276,0.651069833,0.032447684,0.049837486
MT,3/6/21,3197,1929,59,0.603378167,0.018454801,0.030585796
MI,4/16/20,25684,10893,3973,0.424116181,0.154687743,0.364729643
RI,1/10/22,2239,1879,487,0.839213935,0.217507816,0.259180415
OR,11/2/21,7028,5472,643,0.778599886,0.091491178,0.11750731
OH,2/21/21,32527,21534,1721,0.662034617,0.05290989,0.079920126
HI,3/8/22,2536,1962,82,0.773659306,0.032334385,0.041794088
SD,12/29/21,2743,1733,238,0.631790011,0.086766314,0.137334103
HI,4/30/21,2654,1868,55,0.703843255,0.020723436,0.029443255
TX,10/31/21,66012,47311,3936,0.716703024,0.059625523,0.083194183
WA,4/13/21,12341,8797,704,0.712827161,0.05704562,0.080027282
WV,2/19/21,6207,4671,402,0.752537458,0.064765587,0.086062942
HI,12/25/21,2592,1738,88,0.670524691,0.033950617,0.050632911
SC,2/25/21,10798,8459,889,0.783385812,0.082330061,0.105095165
MN,1/26/22,9526,8176,1658,0.858282595,0.174049969,0.20278865
CT,3/19/22,8148,6177,116,0.758100147,0.014236622,0.018779343
OH,1/30/22,30133,22727,4701,0.754222945,0.156008363,0.206846482
MI,11/15/21,22111,18313,3245,0.828230293,0.146759531,0.177196527
VT,3/2/21,1300,874,24,0.672307692,0.018461538,0.027459954
MA,2/14/22,16520,13850,850,0.838377724,0.051452785,0.061371841
MO,3/11/21,17583,13918,896,0.79156003,0.050958312,0.064377066
VA,11/3/21,18347,13864,1023,0.755654875,0.055758435,0.073788229
LA,3/26/21,13994,9389,355,0.670930399,0.025368015,0.037810203
VI,2/2/22,168,115,21,0.68452381,0.125,0.182608696
TX,3/19/22,64691,47551,1937,0.735048152,0.029942341,0.040735211
OH,1/22/22,30076,23803,5833,0.791428381,0.193942014,0.245053145
AL,1/16/22,15050,11308,2614,0.751362126,0.173687708,0.231163778
MS,11/26/21,8618,5377,217,0.623926665,0.025179856,0.040357076
WV,12/30/21,5500,4610,671,0.838181818,0.122,0.145553145
NJ,11/8/21,21763,14337,723,0.658778661,0.033221523,0.05042896
VT,1/3/22,1228,797,81,0.649022801,0.065960912,0.101631117
CO,11/6/21,11967,8562,1434,0.715467536,0.119829531,0.167484233
VA,12/15/21,18030,14195,1420,0.787298946,0.078757626,0.100035224
NY,11/30/21,45159,36847,3432,0.815939237,0.07599814,0.093141911
KY,1/21/22,11817,9308,2606,0.787678768,0.220529745,0.279974216
HI,3/8/21,2489,1646,31,0.661309763,0.012454801,0.018833536
HI,2/16/22,2641,2094,180,0.792881484,0.068156002,0.085959885
OK,4/17/20,9947,4550,332,0.457424349,0.033376898,0.072967033
ND,4/18/20,2941,1285,25,0.436926216,0.00850051,0.019455253
KY,12/3/21,12005,9432,1084,0.785672636,0.09029571,0.114927905
NH,3/17/22,2946,2394,45,0.812627291,0.015274949,0.018796992
VT,4/7/21,1302,891,27,0.684331797,0.020737327,0.03030303
WY,11/17/21,1748,973,148,0.556636156,0.084668192,0.152106886
VT,11/15/21,1237,917,55,0.74130962,0.044462409,0.05997819
NC,10/20/21,23704,18942,1819,0.799105636,0.076738103,0.096029986
AS,3/11/22,150,66,0,0.44,0,0
PR,3/10/21,9623,5822,184,0.605008833,0.019120856,0.03160426
WY,3/18/21,1733,758,27,0.437391806,0.015579919,0.035620053
TN,11/11/21,20332,14558,852,0.716014165,0.041904387,0.058524523
IL,3/31/21,31950,22317,1517,0.698497653,0.047480438,0.067975086
NY,11/5/21,49152,40211,2204,0.818094889,0.044840495,0.054810873
MO,4/21/21,17172,13808,798,0.804099697,0.046470999,0.057792584
OK,12/3/21,10280,7961,655,0.774416342,0.063715953,0.082276096
PR,11/4/21,9402,6106,63,0.64943629,0.006700702,0.01031772
FL,12/12/21,58926,44958,1400,0.762956929,0.023758612,0.031140175
FL,1/27/22,60791,49841,9853,0.819874652,0.162079913,0.19768865
PA,11/18/21,31256,27053,3589,0.865529818,0.114825953,0.132665508
NH,1/23/22,2886,2280,430,0.79002079,0.148995149,0.188596491
CT,1/7/22,8107,6749,2004,0.83249044,0.247193783,0.296932879
MS,12/29/21,8737,5647,598,0.646331693,0.068444546,0.105896936
NJ,12/15/21,24454,17991,1855,0.73570786,0.075856711,0.103107109
OR,3/3/21,7028,5179,223,0.736909505,0.031730222,0.043058506
MN,1/20/22,9532,8174,1684,0.857532522,0.176668065,0.206019085
AZ,3/2/21,15403,10247,1132,0.665260014,0.073492177,0.110471357
IL,3/12/22,30603,21163,746,0.69153351,0.024376695,0.035250201
WA,12/2/21,12645,10529,966,0.832661131,0.076393832,0.091746605
SD,11/3/21,2804,1883,173,0.671540656,0.061697575,0.091874668
NM,3/17/20,46,5,1,0.108695652,0.02173913,0.2
OH,2/24/22,29692,23773,1713,0.800653375,0.057692308,0.072056535
TN,10/24/21,20201,14030,1260,0.694520073,0.06237315,0.089807555
MT,4/10/21,3174,1970,55,0.620667927,0.017328292,0.027918782
NM,11/14/21,4253,3216,602,0.756172114,0.141547143,0.187189055
CA,3/12/22,65105,49503,2689,0.760356347,0.041302511,0.05431994
MT,12/19/21,2988,1997,128,0.668340027,0.042838019,0.064096144
CT,11/21/21,8457,6523,306,0.771313705,0.036183044,0.046910931
VI,3/5/21,168,95,5,0.56547619,0.029761905,0.052631579
OK,3/9/21,10234,6766,420,0.661129568,0.041039672,0.062075081
WI,3/2/22,12745,9385,564,0.736367203,0.044252648,0.060095898
SD,11/1/21,2585,1621,197,0.627079304,0.076208897,0.12152992
LA,12/4/21,12709,9069,196,0.713588795,0.015422142,0.021612085
MS,4/27/21,8149,5194,212,0.637378819,0.026015462,0.040816327
TN,2/27/21,20286,12814,1002,0.63166716,0.049393671,0.078195723
FL,12/31/21,59143,45256,5568,0.765196219,0.0941447,0.12303341
WV,11/1/21,5972,4607,640,0.771433356,0.107166778,0.138919036
MD,3/10/21,12096,9575,1041,0.791583995,0.086061508,0.108720627
CA,10/27/21,64825,51325,4166,0.791747011,0.06426533,0.081169021
AZ,2/28/21,17075,11378,1248,0.666354319,0.073089312,0.109685358
CO,4/12/20,1361,617,125,0.45334313,0.091844232,0.202593193
NJ,2/8/22,21672,14383,1950,0.663667405,0.089977852,0.135576723
IN,2/1/22,14803,12045,2633,0.813686415,0.177869351,0.218596928
IL,12/23/21,31175,22637,4178,0.726126704,0.134017642,0.184565093
NJ,1/28/22,24606,17116,3594,0.695602699,0.146061936,0.209978967
PR,3/22/21,9301,5527,167,0.594237179,0.017955059,0.030215307
ND,3/9/21,2078,1409,81,0.678055823,0.038979788,0.05748758
NH,3/8/22,2765,2192,62,0.792766727,0.022423146,0.028284672
KS,4/8/20,2325,712,202,0.306236559,0.08688172,0.283707865
KY,2/17/21,14716,8957,1007,0.608657244,0.068428921,0.112426036
OK,2/23/22,10260,7679,815,0.748440546,0.079434698,0.106133611
AS,10/30/21,150,64,0,0.426666667,0,0
AS,12/2/21,150,74,0,0.493333333,0,0
DE,1/26/22,3545,2796,561,0.788716502,0.158251058,0.200643777
NE,3/7/21,4315,2675,156,0.619930475,0.036152955,0.058317757
HI,4/11/20,892,1779,22,1.994394619,0.024663677,0.012366498
MO,4/9/20,8173,3511,738,0.42958522,0.09029732,0.210196525
DC,4/5/21,3455,2386,183,0.690593343,0.052966715,0.076697402
HI,1/11/20,4,0,0,0,0,#DIV/0!
ID,3/17/22,3279,2299,93,0.701128393,0.028362306,0.040452371
LA,2/19/22,12827,9414,660,0.733920636,0.051453964,0.070108349
WA,11/23/21,11363,9554,955,0.840799085,0.084044707,0.099958133
MS,1/24/22,8132,5417,1685,0.666133792,0.207206099,0.311057781
MI,5/3/21,22234,17673,3047,0.794863722,0.137042368,0.172409891
UT,12/9/21,6261,4195,543,0.670020763,0.08672736,0.129439809
AK,2/28/21,1666,961,23,0.576830732,0.013805522,0.023933403
CT,1/26/22,8064,6637,1376,0.823040675,0.170634921,0.207322586
MI,12/18/21,22511,18662,4154,0.829016925,0.184532007,0.222591362
NC,11/13/21,23659,18101,1137,0.765078828,0.048057822,0.062814209
NH,3/29/21,2907,1889,94,0.649810802,0.032335741,0.049761779
AR,1/29/22,9261,6872,1727,0.742036497,0.186480942,0.251309662
MD,10/18/21,10273,8281,915,0.806093644,0.089068432,0.110493902
WI,3/15/22,11899,8470,343,0.711824523,0.028825952,0.040495868
MS,12/10/21,8779,5865,267,0.668071534,0.030413487,0.045524297
WY,4/8/21,1733,810,25,0.467397576,0.014425851,0.030864198
OR,3/22/21,6959,4760,171,0.684006323,0.024572496,0.03592437
TN,11/22/21,18537,12790,853,0.689971409,0.046016076,0.066692729
TN,3/1/22,18847,13205,1285,0.700642012,0.068180612,0.097311624
MT,11/1/21,2779,1966,393,0.707448723,0.141417776,0.199898271
MI,2/19/21,23220,17187,861,0.740180879,0.037080103,0.050096003
LA,2/26/21,14041,9763,601,0.695320846,0.042803219,0.061558947
CO,11/13/21,11954,8617,1485,0.720846579,0.1242262,0.172333759
RI,3/20/21,2257,1972,161,0.873726185,0.071333629,0.081643002
IA,3/2/21,7935,4783,204,0.602772527,0.025708885,0.042651056
SC,2/24/21,10823,8501,896,0.785456897,0.082786658,0.105399365
GA,12/10/21,23243,18448,1319,0.793701329,0.056748268,0.071498265
VI,4/29/21,168,80,3,0.476190476,0.017857143,0.0375
VT,12/22/21,1232,845,58,0.685876623,0.047077922,0.068639053
VI,1/5/22,168,95,13,0.56547619,0.077380952,0.136842105
MT,11/8/21,2731,2032,379,0.744049799,0.138777005,0.186515748
PR,12/4/21,9407,5931,42,0.630487935,0.00446476,0.007081437
AS,11/3/21,150,71,0,0.473333333,0,0
LA,11/25/21,12432,8237,198,0.66256435,0.015926641,0.024037878
AR,1/25/22,8237,6189,1847,0.751365789,0.224232123,0.298432703
IL,3/21/22,28173,18789,571,0.666915132,0.020267632,0.030390122
OH,2/15/21,29537,19381,1929,0.65616007,0.065307919,0.099530468
OR,3/12/21,7006,5077,203,0.724664573,0.028975164,0.039984243
AR,2/25/22,9216,6724,664,0.729600694,0.072048611,0.098750744
OK,2/13/22,10098,7198,1307,0.712814419,0.129431571,0.181578216
ID,3/16/22,3267,2314,98,0.708295072,0.029996939,0.042350908
MA,4/2/21,19210,15991,639,0.832431026,0.033263925,0.039959977
WV,12/24/21,5571,4152,585,0.745288099,0.105008078,0.140895954
ID,2/26/22,3281,2237,248,0.681804328,0.075586711,0.110862763
NH,2/1/22,2729,2280,319,0.835470868,0.116892635,0.139912281
OH,1/3/22,27757,22327,6678,0.804373672,0.24058796,0.299099745
MA,1/1/22,17688,14685,1896,0.830223881,0.107191316,0.129111338
VI,1/12/22,168,102,23,0.607142857,0.136904762,0.225490196
NC,11/20/21,23674,18317,1127,0.773718003,0.047604967,0.061527543
SC,12/31/21,11667,8893,1097,0.762235365,0.094025885,0.123355448
PA,3/5/22,32916,25603,1275,0.777828412,0.038734962,0.049798852
KY,10/30/21,11821,8606,885,0.728026394,0.074866763,0.102835231
OH,2/19/22,29728,23302,2101,0.783840151,0.070674112,0.090163934
MO,3/3/21,17387,13767,1001,0.79179847,0.057571749,0.072710104
LA,2/5/22,12898,9771,1435,0.757559312,0.111257559,0.146863167
CO,4/9/21,11898,7996,484,0.672045722,0.040679106,0.060530265
WY,2/27/22,1768,754,52,0.426470588,0.029411765,0.068965517
AZ,12/14/21,15673,13402,2760,0.855101129,0.176099024,0.205939412
IN,2/2/22,16434,13073,2581,0.79548497,0.157052452,0.197429817
AL,3/9/20,77,18,0,0.233766234,0,0
NM,3/14/22,3979,2784,163,0.699673285,0.040965067,0.058548851
WV,4/14/21,6204,4953,279,0.798355899,0.044970986,0.056329497
MA,3/3/22,18633,15967,370,0.856920517,0.019857243,0.023172794
MN,10/19/21,9848,8029,1057,0.815292445,0.107331438,0.131647777
VT,3/5/22,1245,893,25,0.717269076,0.020080321,0.027995521
AL,3/7/21,15439,10694,682,0.692661442,0.044173845,0.063774079
MT,1/2/22,2994,1975,135,0.659652639,0.04509018,0.06835443
VA,3/7/21,18488,12552,1200,0.678926871,0.064906967,0.095602294
OR,2/26/21,6978,5120,238,0.733734594,0.034107194,0.046484375
LA,3/9/21,14067,9475,489,0.673562238,0.034762209,0.051609499
SC,10/28/21,11671,9340,684,0.800274184,0.058606803,0.073233405
VT,2/8/22,1244,918,88,0.737942122,0.07073955,0.095860566
NY,2/11/22,49208,39262,4629,0.797878394,0.09407007,0.11790026
HI,3/9/21,2469,1681,28,0.680842446,0.011340624,0.016656752
PR,2/12/21,9647,5717,268,0.592619467,0.027780657,0.046877733
MO,2/10/22,17296,14752,2606,0.852913969,0.150670675,0.176654013
IN,4/16/20,11720,5243,1153,0.447354949,0.09837884,0.219912264
PA,4/7/21,31814,26471,2976,0.83205507,0.093543723,0.112424918
AR,12/1/21,9463,7026,530,0.742470675,0.056007609,0.075434102
CO,2/21/22,10611,7066,645,0.665912732,0.060785977,0.091282196
DC,2/19/21,3693,2917,275,0.789872732,0.074465204,0.09427494
NM,11/29/21,4223,3210,692,0.760123135,0.163864551,0.215576324
NH,4/10/20,1107,526,50,0.475158085,0.045167118,0.095057034
NY,3/20/22,48800,37203,1233,0.762356557,0.025266393,0.033142489
IL,3/14/20,60,18,0,0.3,0,0
NJ,3/3/20,38,,0,0,0,#DIV/0!
AZ,3/26/21,17071,11753,606,0.688477535,0.035498799,0.051561303
OH,3/2/21,29667,20919,1443,0.705126909,0.048639903,0.068980353
IN,4/27/21,17544,11507,919,0.655893753,0.052382581,0.07986443
OK,12/30/21,10251,7882,1081,0.768900595,0.105453127,0.137147932
SC,2/22/21,9275,7112,892,0.766792453,0.096172507,0.125421822
ND,1/10/22,1940,1494,245,0.770103093,0.12628866,0.16398929
WV,2/14/22,5647,4659,935,0.825039844,0.165574641,0.200686843
GA,2/20/21,23313,17715,2971,0.759876464,0.127439626,0.167710979
NC,11/24/21,23715,17955,1169,0.75711575,0.049293696,0.065107212
CA,12/30/21,64691,50894,5934,0.786724583,0.09172837,0.116595276
MT,3/9/22,2971,2052,80,0.69067654,0.026926961,0.038986355
NM,3/15/20,22,,0,0,0,#DIV/0!
NV,2/13/20,85,29,0,0.341176471,0,0
KS,3/4/22,8859,5378,317,0.60706626,0.03578282,0.058943845
NE,4/18/21,4297,2711,182,0.630905283,0.042355131,0.067133899
ME,12/10/21,3347,2484,405,0.742157156,0.121003884,0.163043478
WA,3/19/22,11794,9525,544,0.807614041,0.046125148,0.057112861
ID,3/1/22,3061,2124,218,0.693890885,0.071218556,0.102636535
NV,11/28/21,8369,6394,689,0.764010037,0.082327638,0.107757272
ND,11/10/21,2322,1905,267,0.820413437,0.11498708,0.14015748
DC,12/22/21,3483,2576,234,0.739592305,0.067183463,0.090838509
AR,12/13/21,8157,5739,568,0.703567488,0.069633444,0.098971946
KY,11/23/21,10762,8260,888,0.767515332,0.082512544,0.107506053
NY,1/13/22,48921,40236,13295,0.822468878,0.271764682,0.33042549
NM,1/25/22,4269,3327,794,0.779339424,0.185992036,0.238653442
TN,2/16/22,20307,14909,2284,0.734180332,0.112473531,0.153196056
SD,1/4/22,2537,1571,287,0.619235317,0.113125739,0.182686187
AS,10/21/21,150,78,0,0.52,0,0
NC,12/27/21,21612,16326,2347,0.755413659,0.108597076,0.143758422
WA,11/27/21,12425,9754,899,0.785030181,0.072354125,0.092167316
GA,1/4/22,20490,17113,4581,0.835187897,0.223572474,0.267691229
TN,5/6/21,20161,13559,828,0.672536085,0.041069391,0.06106645
NJ,4/5/21,21790,14632,2405,0.671500688,0.11037173,0.164365774
MT,3/4/22,2965,2008,99,0.677234401,0.033389545,0.049302789
ID,4/19/20,3468,1262,52,0.363898501,0.014994233,0.041204437
CO,10/20/21,11904,8757,1231,0.735635081,0.103410618,0.140573256
VT,4/11/20,1037,479,55,0.461909354,0.053037608,0.114822547
UT,3/9/21,5468,3235,183,0.591623994,0.033467447,0.056568779
ME,11/9/21,3089,2262,237,0.732275817,0.076723859,0.104774536
MA,4/21/21,19206,16123,611,0.839477247,0.031812975,0.037896173
OR,11/11/21,7111,5636,586,0.792574884,0.082407538,0.10397445
NY,10/30/21,48987,38847,2216,0.793006308,0.045236491,0.057044302
VT,4/4/21,1303,776,26,0.595548734,0.019953952,0.033505155
AZ,12/28/21,15268,12371,2337,0.810256746,0.153065234,0.188909547
AK,12/3/21,1603,1200,79,0.748596382,0.049282595,0.065833333
OR,2/12/22,7144,5623,1091,0.787094065,0.152715566,0.194024542
LA,3/22/21,14019,8988,393,0.641129895,0.028033383,0.043724967
RI,1/18/22,2307,2003,529,0.868227135,0.229302124,0.264103844
WA,3/10/21,14033,9948,381,0.708900449,0.027150289,0.038299156
AZ,12/23/21,16584,13589,2442,0.819404245,0.147250362,0.179704172
SC,4/16/21,10782,8341,500,0.773604155,0.046373586,0.059944851
OR,2/13/22,7075,5592,1063,0.790388693,0.15024735,0.19009299
MA,11/5/21,18035,15694,449,0.870196839,0.024896035,0.02860966
DC,12/9/21,3478,2806,128,0.806785509,0.03680276,0.045616536
TN,12/13/21,18559,13316,1140,0.717495555,0.061425723,0.085611295
VI,4/21/21,168,73,2,0.43452381,0.011904762,0.02739726
VT,4/9/21,1302,868,30,0.666666667,0.023041475,0.034562212
PA,12/16/21,30809,26832,5165,0.870914343,0.167645818,0.192494037
OK,3/13/22,10027,6827,348,0.680861673,0.034706293,0.050974074
ND,3/19/21,2392,1628,71,0.680602007,0.029682274,0.043611794
MO,11/4/21,17257,14220,1006,0.824013444,0.058295185,0.070745429
ID,11/16/21,3095,2280,356,0.736672052,0.115024233,0.156140351
SC,2/17/21,10779,8667,1108,0.804063457,0.102792467,0.127841237
DE,1/20/22,3542,2792,645,0.788255223,0.182100508,0.231017192
WI,4/25/21,13352,8110,407,0.607399641,0.030482325,0.050184957
SC,2/22/22,10770,8484,894,0.787743733,0.083008357,0.105374823
NE,3/12/22,4630,3145,162,0.679265659,0.034989201,0.051510334
AR,12/7/21,8396,6084,524,0.724630777,0.062410672,0.086127548
IA,3/21/21,8094,4550,190,0.562144799,0.023474178,0.041758242
IN,4/18/21,19130,11946,870,0.624464192,0.045478306,0.072827725
NC,11/3/21,23707,18517,1253,0.781077319,0.052853588,0.067667549
SC,4/10/21,11505,8300,504,0.721425467,0.04380704,0.060722892
MO,2/15/21,15311,10961,1296,0.715890536,0.084645026,0.118237387
RI,3/11/21,2476,2309,177,0.932552504,0.071486268,0.076656561
DC,2/10/22,3382,2745,309,0.811649911,0.091366056,0.112568306
VI,11/29/21,168,93,2,0.553571429,0.011904762,0.021505376
UT,3/17/22,6199,4517,151,0.728665914,0.024358768,0.033429267
DE,1/13/22,3542,2797,809,0.789666855,0.228402033,0.28923847
VT,11/2/21,1224,899,53,0.734477124,0.043300654,0.058954394
IN,10/17/21,19214,12317,1476,0.641042989,0.076818986,0.119834375
OH,4/3/21,32231,21512,1390,0.667431975,0.043126183,0.064615099
VI,4/26/21,168,83,4,0.494047619,0.023809524,0.048192771
UT,2/23/21,5485,3042,248,0.554603464,0.045214221,0.081525312
MA,12/5/21,17868,15430,999,0.863554959,0.055910007,0.064744005
TN,2/18/22,20272,14846,2142,0.732340174,0.105662983,0.144281288
WA,11/25/21,12466,9966,892,0.799454516,0.071554629,0.089504315
KS,5/6/21,8876,5323,182,0.599707075,0.020504732,0.034191246
MN,12/23/21,9716,8050,1513,0.828530259,0.15572252,0.187950311
OR,12/8/21,7124,5604,508,0.786636721,0.071308254,0.090649536
OR,2/3/22,7137,5883,1282,0.824295923,0.179627294,0.217916029
OH,12/14/21,28596,23231,5130,0.812386348,0.17939572,0.220825621
SD,3/18/22,2430,1543,73,0.634979424,0.030041152,0.047310434
OR,4/28/21,7056,5322,392,0.754251701,0.055555556,0.07365652
AL,3/6/21,15433,10983,664,0.711656839,0.043024687,0.06045707
MI,10/29/21,22939,19122,2260,0.833602162,0.098522167,0.118188474
IL,3/7/21,32016,20540,1205,0.641554223,0.037637431,0.058666018
WA,11/21/21,12361,10009,943,0.809724132,0.076288326,0.094215206
CA,3/2/20,33,9,0,0.272727273,0,0
OH,3/17/22,29502,23102,879,0.783065555,0.02979459,0.038048654
ID,2/15/22,3005,2206,406,0.734109817,0.135108153,0.184043518
MA,12/24/21,17551,14456,1334,0.823656772,0.076007065,0.092280022
WY,12/26/21,1743,705,67,0.404475043,0.038439472,0.095035461
NV,11/19/21,8463,6937,690,0.819685691,0.081531372,0.099466628
MO,12/20/21,15422,12287,2050,0.796718973,0.132926987,0.166843005
AL,3/16/21,14964,10872,510,0.726543705,0.034081796,0.046909492
NH,3/1/22,2764,2173,88,0.78617945,0.031837916,0.040497009
NJ,5/1/21,24501,16781,1539,0.68491082,0.062813763,0.091710863
TN,3/15/22,18800,12924,584,0.687446809,0.03106383,0.045187249
VT,3/16/21,1301,825,24,0.634127594,0.018447348,0.029090909
IA,3/19/22,7412,4779,80,0.644765246,0.010793308,0.016739904
OH,4/13/21,29617,21518,1877,0.726542189,0.063375764,0.087229296
OK,2/6/22,10058,7148,1808,0.710678067,0.179757407,0.252937885
SC,1/8/22,11712,9013,1757,0.769552596,0.150017077,0.194940641
AS,1/21/22,150,84,0,0.56,0,0
IA,1/12/22,7524,5585,979,0.742291334,0.130116959,0.175290958
DC,11/3/21,3477,2765,72,0.795225769,0.020707506,0.026039783
MO,3/3/22,17196,14397,1152,0.837229588,0.066992324,0.08001667
WY,4/5/21,1629,587,21,0.360343769,0.012891344,0.035775128
AL,3/31/21,15489,11386,486,0.735102331,0.031377106,0.042683998
CO,1/14/22,11866,8531,1824,0.718944885,0.153716501,0.213808463
WY,4/9/20,861,299,27,0.347270616,0.031358885,0.090301003
MT,5/4/21,2981,1898,72,0.636699094,0.024152969,0.037934668
VT,4/15/20,1109,514,49,0.463480613,0.04418395,0.095330739
WI,1/11/22,12009,9059,2459,0.754350903,0.204763094,0.271442764
AK,4/18/21,1656,943,34,0.569444444,0.020531401,0.036055143
ME,11/8/21,3085,2197,232,0.712155592,0.075202593,0.105598543
WI,2/16/22,12724,9357,901,0.735381955,0.070811066,0.096291546
TX,3/10/22,66737,51211,2583,0.76735544,0.038704167,0.050438382
DC,4/11/21,3406,2521,189,0.740164416,0.055490311,0.07497025
MS,4/22/20,4940,3257,477,0.659311741,0.096558704,0.146453792
IN,11/1/21,17383,10920,1282,0.628199965,0.073750216,0.117399267
MS,3/8/22,8145,5211,300,0.639779006,0.036832413,0.057570524
IL,10/17/21,31081,21786,1429,0.700942698,0.045976642,0.065592582
IA,11/12/21,7524,5420,556,0.72036151,0.073896863,0.102583026
WY,2/16/22,1766,842,83,0.476783692,0.046998867,0.098574822
FL,4/11/21,58717,43801,3596,0.745967948,0.061242911,0.082098582
MS,10/23/21,8765,5703,359,0.650656018,0.040958357,0.062949325
AK,11/8/21,1387,942,133,0.679163663,0.095890411,0.14118896
