state,date,inpatient_beds,inpatient_beds_used,inpatient_beds_used_covid,dec_percent_bed_used,dec_percent_beds_used_COVID,dec_percent_COVID_of_beds_used
WV,6/6/20,5981,3825,105,0.639525163,0.017555593,0.02745098
IL,9/1/20,29953,19573,1787,0.653457083,0.059660134,0.091299239
VA,7/26/20,15394,10840,1641,0.704170456,0.106599974,0.151383764
NV,7/21/20,8456,6052,1180,0.715704825,0.139545885,0.194976867
ID,8/30/20,3886,1810,171,0.465774575,0.044004117,0.094475138
MS,6/3/20,6797,4704,648,0.692070031,0.095336178,0.137755102
UT,7/31/20,5313,3276,292,0.616600791,0.054959533,0.089133089
MS,6/8/20,6069,4023,733,0.662876915,0.120777723,0.182202337
ID,11/5/20,4109,2261,344,0.550255537,0.083718666,0.152145069
UT,11/9/20,5505,2940,453,0.534059946,0.082288828,0.154081633
OH,4/30/20,9649,6533,543,0.677064981,0.056275262,0.083116486
MI,9/22/20,22528,16908,585,0.75053267,0.025967685,0.034599006
CT,9/1/20,8164,5832,158,0.714355708,0.019353258,0.027091907
MS,7/31/20,7134,5250,1517,0.735912532,0.212643678,0.288952381
PR,11/3/20,8970,4806,505,0.535785953,0.056298774,0.105076987
NY,10/28/20,49618,35620,2008,0.717884639,0.040469185,0.056372824
CT,8/31/20,8159,5548,154,0.679985292,0.018874862,0.027757751
MD,7/29/20,9545,7767,1137,0.813724463,0.119119958,0.146388567
AL,6/30/20,14332,9325,973,0.65064192,0.067890036,0.104343164
LA,5/21/20,8173,5428,878,0.664138015,0.107426893,0.161753869
ME,8/13/20,2978,2022,35,0.678979181,0.011752854,0.017309594
AZ,9/8/20,12090,8893,622,0.735566584,0.051447477,0.069942652
NY,7/1/20,33018,22433,1435,0.679417288,0.043461142,0.063968261
HI,9/13/20,1598,1841,175,1.152065081,0.10951189,0.095057034
NJ,6/21/20,15908,9752,1078,0.613024893,0.067764647,0.110541427
UT,10/28/20,6044,3619,355,0.598775645,0.058735936,0.098093396
SD,11/25/20,2841,1840,563,0.647659275,0.198169659,0.305978261
AL,10/14/20,15064,11447,1000,0.759891131,0.066383431,0.087359133
SC,10/24/20,10252,8117,725,0.791747952,0.070717909,0.089318714
ND,9/29/20,2376,1629,198,0.685606061,0.083333333,0.121546961
KY,8/31/20,13089,8400,586,0.641760257,0.044770418,0.069761905
OH,7/25/20,27394,19506,1891,0.712053734,0.069029715,0.09694453
GA,8/4/20,13561,11207,4254,0.826413981,0.31369368,0.379584188
WV,8/15/20,6459,4571,193,0.70769469,0.029880786,0.042222708
KY,8/12/20,12761,8556,685,0.67048037,0.053679179,0.080060776
MO,5/21/20,20759,11355,754,0.546991666,0.036321595,0.066402466
WI,11/5/20,13612,9486,2096,0.696885101,0.153981781,0.2209572
LA,10/22/20,14122,9558,579,0.676816315,0.040999858,0.060577527
NC,10/29/20,23691,18299,1521,0.772403022,0.064201596,0.083119296
DC,7/16/20,788,580,161,0.736040609,0.204314721,0.277586207
KS,9/25/20,7852,4793,377,0.610417728,0.048013245,0.078656374
HI,9/19/20,1710,1839,200,1.075438596,0.116959064,0.108754758
AZ,7/29/20,9623,9598,2361,0.997402058,0.245349683,0.245988748
KS,8/7/20,7604,4556,329,0.599158338,0.043266702,0.072212467
AL,5/21/20,7713,4904,409,0.635809672,0.053027356,0.083401305
VT,5/6/20,1126,638,12,0.56660746,0.010657194,0.018808777
MT,9/6/20,1277,1020,132,0.798747063,0.103367267,0.129411765
VI,6/5/20,82,70,1,0.853658537,0.012195122,0.014285714
DC,10/24/20,3604,2831,159,0.785516093,0.044117647,0.0561639
NM,5/15/20,2133,1386,312,0.64978903,0.146272855,0.225108225
MD,6/13/20,8589,6876,1114,0.800558854,0.12970078,0.162012798
NY,8/22/20,40851,29093,1458,0.712173509,0.035690681,0.050115148
GA,9/14/20,18237,14298,2323,0.784010528,0.127378407,0.162470276
GA,7/27/20,12763,8529,4267,0.668259814,0.334325785,0.500293118
WI,10/26/20,13039,8121,1591,0.622823836,0.12201856,0.195911834
AL,8/29/20,15066,10358,1268,0.687508297,0.084163016,0.122417455
OK,9/3/20,9485,5989,539,0.631418028,0.056826568,0.08999833
WY,4/23/20,1537,436,37,0.283669486,0.024072869,0.084862385
MT,9/21/20,2542,1959,119,0.770653029,0.046813533,0.060745278
VA,11/18/20,19258,13673,1475,0.709990653,0.076591546,0.107876838
MI,5/11/20,19632,11815,1819,0.601823553,0.092654849,0.153956835
IA,7/20/20,8169,4747,1,0.581099278,0.000122414,0.000210659
MD,5/2/20,7950,6432,2057,0.809056604,0.258742138,0.319807214
WY,6/13/20,1160,610,30,0.525862069,0.025862069,0.049180328
UT,11/18/20,6217,3818,554,0.614122567,0.089110503,0.145102148
OH,11/24/20,30657,21541,4995,0.702645399,0.162931794,0.231883385
SC,9/9/20,10333,8328,856,0.805961483,0.082841382,0.102785783
TX,10/25/20,66794,47247,5939,0.707353954,0.088915172,0.125701103
RI,8/16/20,1683,1880,82,1.117052882,0.048722519,0.043617021
PA,6/9/20,15518,9223,1216,0.594342054,0.078360613,0.131844302
MI,6/4/20,21466,12948,964,0.603186434,0.044908227,0.074451653
LA,5/29/20,7990,5437,768,0.680475594,0.09612015,0.141254368
LA,7/25/20,14372,9414,51,0.655023657,0.003548567,0.005417463
IL,4/29/20,25136,15864,3409,0.631126671,0.135622215,0.214889057
KS,9/21/20,7740,4564,327,0.589664083,0.042248062,0.071647677
VA,6/21/20,12916,7799,523,0.603824714,0.040492413,0.067059879
CO,5/30/20,7143,3583,271,0.501609968,0.037939241,0.075634943
NC,7/12/20,27400,19192,1380,0.700437956,0.050364964,0.07190496
MD,7/27/20,9622,7274,1074,0.755975889,0.111619206,0.147649161
MO,5/12/20,20855,10895,842,0.522416687,0.040374011,0.077283157
NM,8/12/20,3353,2139,143,0.637936177,0.042648375,0.06685367
WI,6/17/20,12488,8451,347,0.67672966,0.027786675,0.04106023
DC,9/28/20,3599,2809,150,0.780494582,0.041678244,0.053399786
IL,9/15/20,29979,19657,1768,0.655692318,0.058974616,0.089942514
NC,4/30/20,21856,13926,793,0.637170571,0.036282943,0.056943846
TN,6/28/20,21127,12642,622,0.598381218,0.029441,0.049201076
WV,9/3/20,6880,4799,217,0.69752907,0.031540698,0.045217754
AL,8/27/20,15987,11705,1373,0.732157378,0.085882279,0.117300299
AZ,11/3/20,14548,10193,1031,0.700646137,0.070868848,0.101147847
TN,7/8/20,21487,14156,973,0.658816959,0.045283194,0.068734106
TN,6/6/20,20940,12663,447,0.604727794,0.021346705,0.035299692
AZ,8/11/20,9674,9369,1453,0.968472194,0.150196403,0.155085922
SD,10/7/20,2191,1670,289,0.762209037,0.131903241,0.173053892
IN,10/5/20,17598,10560,1097,0.60006819,0.062336629,0.103882576
ND,7/17/20,2568,1610,42,0.62694704,0.01635514,0.026086957
VA,5/21/20,11696,8041,1015,0.6875,0.086781806,0.126228081
ND,6/15/20,1917,1141,43,0.595200835,0.022430882,0.03768624
PR,10/23/20,9950,5868,466,0.589748744,0.046834171,0.07941377
WA,8/31/20,10117,8470,407,0.837204705,0.040229317,0.048051948
TN,6/4/20,20804,13017,430,0.625696981,0.020669102,0.033033725
OK,4/24/20,10342,5119,421,0.494971959,0.040707793,0.082242626
MD,6/24/20,8719,7232,808,0.829452919,0.092671178,0.111725664
OR,5/17/20,4587,2907,123,0.633747547,0.026814912,0.042311662
OH,6/19/20,25986,18223,1043,0.701262218,0.040136997,0.057235362
TX,7/3/20,56350,36941,8073,0.655563443,0.143265306,0.218537668
MT,7/5/20,2468,1327,34,0.537682334,0.013776337,0.025621703
SD,7/3/20,1767,573,39,0.324278438,0.022071307,0.068062827
OR,5/1/20,4300,2812,299,0.653953488,0.069534884,0.106330014
AR,8/5/20,7878,5553,1618,0.704874334,0.205382077,0.291374032
IA,5/18/20,8760,4376,366,0.499543379,0.041780822,0.083638026
KY,10/31/20,13929,9632,1067,0.691506928,0.076602771,0.110776578
OH,11/15/20,32428,22125,3626,0.682280745,0.111816948,0.163887006
IN,9/29/20,17581,11277,979,0.64143109,0.055685115,0.086813869
AK,10/17/20,1494,918,69,0.614457831,0.046184739,0.075163399
KY,7/8/20,10658,7095,544,0.665697129,0.051041471,0.076673714
VT,8/26/20,638,432,6,0.677115987,0.009404389,0.013888889
NE,7/22/20,3981,2458,219,0.617432806,0.055011304,0.089096827
IN,8/29/20,16389,9884,807,0.603087437,0.049240344,0.081647106
MO,7/30/20,18210,11753,894,0.645414607,0.049093904,0.076065685
NJ,4/26/20,5144,4223,2009,0.820956454,0.3905521,0.475728155
DC,9/22/20,3589,2799,150,0.779882976,0.041794372,0.053590568
GA,8/8/20,13965,11540,3903,0.826351593,0.279484425,0.338214905
UT,5/6/20,4020,2332,245,0.580099502,0.060945274,0.105060034
MN,9/17/20,11357,7978,379,0.702474245,0.033371489,0.047505641
RI,9/27/20,2241,1893,102,0.844712182,0.045515395,0.053882726
VT,9/9/20,823,368,4,0.447144593,0.004860267,0.010869565
WY,9/12/20,1579,597,33,0.378087397,0.020899303,0.055276382
OK,5/4/20,8996,4885,346,0.54301912,0.038461538,0.070829069
IL,6/16/20,30180,17556,2073,0.581709742,0.068687873,0.118079289
IN,9/10/20,17351,11160,809,0.643190594,0.046625555,0.072491039
WY,11/15/20,1657,806,194,0.486421243,0.117079059,0.240694789
MO,9/17/20,19388,13005,1064,0.670775738,0.054879307,0.081814687
PR,5/13/20,2525,2260,370,0.895049505,0.146534653,0.163716814
AR,5/18/20,8772,4597,194,0.524053808,0.022115823,0.042201436
RI,8/25/20,1889,2026,92,1.072525146,0.048703017,0.045409674
CO,9/22/20,11118,7546,312,0.678719194,0.028062601,0.041346409
FL,7/5/20,61807,42864,8373,0.69351368,0.135470092,0.195338746
IN,11/22/20,18789,12446,3215,0.662408856,0.171110756,0.258315925
MT,8/25/20,2367,1617,86,0.683143219,0.036332911,0.05318491
ME,6/7/20,3150,1748,63,0.554920635,0.02,0.03604119
KS,10/4/20,8007,4655,402,0.581366304,0.05020607,0.086358754
VT,5/4/20,1126,601,16,0.53374778,0.014209591,0.026622296
AL,4/23/20,8099,4508,367,0.556611927,0.045314236,0.081410825
MA,7/22/20,15643,12853,277,0.821645464,0.017707601,0.021551389
NJ,7/28/20,14225,11003,1068,0.773497364,0.075079086,0.097064437
OH,10/1/20,30543,21757,1262,0.71233998,0.041318796,0.05800432
AR,5/13/20,8945,4633,157,0.517942985,0.017551705,0.03388733
IN,6/15/20,15393,8296,825,0.538946274,0.05359579,0.099445516
NH,9/10/20,3267,2176,27,0.666054484,0.008264463,0.012408088
AR,9/28/20,9103,6194,567,0.680435021,0.062287158,0.0915402
MD,8/17/20,9994,7434,857,0.743846308,0.085751451,0.115281141
LA,10/23/20,14022,9406,550,0.670803024,0.039224076,0.058473315
SC,6/10/20,10706,7808,488,0.729310667,0.045581917,0.0625
ID,4/30/20,3697,1460,37,0.394914796,0.010008115,0.025342466
AZ,6/8/20,10522,7686,1787,0.730469492,0.169834632,0.232500651
DE,6/29/20,2649,1700,101,0.641751604,0.038127595,0.059411765
NH,7/6/20,3080,1928,63,0.625974026,0.020454545,0.032676349
MI,5/1/20,19981,12406,2677,0.620889845,0.133977278,0.215782686
IA,6/30/20,8761,4866,136,0.555416048,0.015523342,0.027949034
TN,6/10/20,21090,13904,519,0.659269796,0.024608819,0.037327388
HI,8/1/20,1625,1749,70,1.076307692,0.043076923,0.04002287
UT,7/14/20,5330,2987,314,0.560412758,0.05891182,0.105122196
DC,6/10/20,2994,2194,293,0.732798931,0.097862391,0.133546035
DE,9/8/20,2474,1813,94,0.732821342,0.03799515,0.051847766
TX,10/21/20,68385,51296,5741,0.750106017,0.083951159,0.111919058
AR,11/15/20,10094,6443,914,0.63829998,0.090548841,0.141859382
IA,9/6/20,8293,4583,345,0.552634752,0.041601351,0.075278202
AR,8/31/20,8706,5648,542,0.64874799,0.062255915,0.095963173
TN,10/15/20,20330,14097,1360,0.693408756,0.066896212,0.096474427
NC,9/26/20,23091,16859,1171,0.730111299,0.050712399,0.069458449
NV,6/26/20,5211,3859,515,0.740548839,0.098829399,0.133454263
AZ,4/27/20,9989,6515,694,0.652217439,0.069476424,0.106523408
NY,6/13/20,35442,23070,2530,0.650922634,0.071384233,0.109666233
NH,11/3/20,3208,2228,60,0.694513716,0.018703242,0.026929982
LA,6/3/20,8199,4400,634,0.536650811,0.077326503,0.144090909
KY,10/18/20,13595,9153,803,0.673262229,0.059065833,0.087730799
MT,7/14/20,3158,1770,30,0.560481317,0.009499683,0.016949153
NY,11/10/20,48566,35499,2625,0.730943458,0.054050159,0.073945745
HI,6/20/20,1687,2006,19,1.189093065,0.011262596,0.009471585
TN,5/14/20,12477,12554,553,1.006171355,0.044321552,0.044049705
KS,10/12/20,8424,5086,464,0.603751187,0.055080722,0.09123083
VA,4/26/20,7389,4530,479,0.613073488,0.064826093,0.105739514
WV,7/15/20,5715,4124,264,0.721609799,0.046194226,0.064015519
NV,9/21/20,8422,5724,460,0.67964854,0.054618855,0.080363382
MT,5/31/20,3031,1309,13,0.43187067,0.004289014,0.009931245
DC,6/14/20,2813,1781,326,0.633131888,0.115890508,0.183043234
NJ,5/4/20,4990,3569,1564,0.715230461,0.313426854,0.438217988
SD,6/18/20,2135,1049,85,0.491334895,0.039812646,0.081029552
LA,6/17/20,8506,4626,649,0.543851399,0.076299083,0.14029399
CO,11/11/20,11568,8245,1334,0.712742047,0.115318119,0.161795027
HI,5/19/20,1920,1963,21,1.022395833,0.0109375,0.010697911
CA,5/28/20,69808,42249,4580,0.605217167,0.065608526,0.108404933
SD,10/10/20,2198,1503,269,0.683803458,0.122383985,0.178975383
ND,5/1/20,2251,1312,60,0.582852066,0.02665482,0.045731707
MT,8/2/20,2211,1510,86,0.682948892,0.038896427,0.056953642
NJ,9/23/20,19615,14363,638,0.73224573,0.032526128,0.044419689
WI,10/1/20,13139,8604,913,0.654844356,0.069487784,0.106113436
RI,5/24/20,2212,1681,289,0.75994575,0.130650995,0.171921475
KS,7/3/20,8372,4239,214,0.506330626,0.025561395,0.050483605
SC,5/7/20,11564,7586,523,0.656001384,0.045226565,0.068942789
OH,11/1/20,32084,21032,2080,0.655529236,0.064829822,0.098896919
VI,5/18/20,82,58,1,0.707317073,0.012195122,0.017241379
VT,8/17/20,616,378,11,0.613636364,0.017857143,0.029100529
TN,7/7/20,21282,13651,988,0.641434076,0.046424208,0.07237565
FL,7/22/20,60591,36797,12282,0.607301414,0.202703372,0.33377721
NH,4/30/20,1923,1249,113,0.64950598,0.05876235,0.090472378
SD,8/18/20,2337,1443,76,0.61745828,0.032520325,0.052668053
CT,8/29/20,8165,5784,174,0.708389467,0.021310472,0.030082988
GA,7/9/20,16904,12096,3050,0.715570279,0.180430667,0.252149471
ND,10/10/20,2375,1732,242,0.729263158,0.101894737,0.139722864
FL,6/21/20,60594,42519,4328,0.701703139,0.071426214,0.101789788
OH,7/27/20,27277,18372,1875,0.67353448,0.068739231,0.102057479
AK,6/20/20,1769,916,31,0.51780667,0.017524025,0.033842795
OR,8/20/20,4432,3137,186,0.707806859,0.041967509,0.059292318
NJ,6/28/20,16209,9913,998,0.611573817,0.061570732,0.10067588
MD,9/2/20,10458,8308,804,0.794415758,0.076878944,0.096774194
WA,10/21/20,11613,9599,430,0.826573667,0.037027469,0.044796333
SC,10/5/20,10148,7867,658,0.775226646,0.064840363,0.083640524
NC,11/16/20,22545,16712,1830,0.74127301,0.081170991,0.109502154
FL,8/9/20,76191,42009,8649,0.551364334,0.113517345,0.205884453
TX,9/18/20,65621,48122,4018,0.733332317,0.061230399,0.083496114
VA,11/2/20,18379,11372,1007,0.61874966,0.054790794,0.088550827
PR,5/30/20,2459,2038,152,0.828792192,0.061813745,0.074582924
LA,9/5/20,13759,8970,720,0.651936914,0.052329384,0.080267559
NE,5/23/20,5107,2830,297,0.554141375,0.058155473,0.104946996
WA,5/11/20,11640,8464,622,0.727147766,0.053436426,0.073487713
VA,7/19/20,11610,7492,1563,0.645305771,0.134625323,0.208622531
MT,7/7/20,2543,1466,50,0.576484467,0.019661817,0.034106412
WI,9/15/20,12855,8177,602,0.636094905,0.046830027,0.073621132
IA,8/25/20,8342,5212,355,0.624790218,0.042555742,0.068112049
IA,5/16/20,8676,4330,362,0.499077916,0.041724297,0.083602771
WV,11/10/20,5894,4326,365,0.733966746,0.061927384,0.084373555
ND,6/4/20,1992,1194,63,0.59939759,0.031626506,0.052763819
NY,10/31/20,48810,33137,2031,0.678897767,0.041610326,0.061291004
SC,7/23/20,10198,8086,1578,0.792900569,0.154736223,0.195152115
MI,6/8/20,21363,12573,780,0.588540935,0.036511726,0.0620377
IN,9/16/20,17483,11542,784,0.660184179,0.044843562,0.067925836
PA,8/31/20,28362,22254,1148,0.784641422,0.040476694,0.051586232
IN,8/2/20,15341,9174,961,0.598005345,0.062642592,0.104752562
AL,5/2/20,8200,4336,444,0.528780488,0.054146341,0.102398524
LA,8/29/20,13821,8935,795,0.646479994,0.057521163,0.088975937
ND,6/20/20,1772,998,48,0.563205418,0.027088036,0.048096192
ME,8/9/20,2930,1825,41,0.622866894,0.013993174,0.022465753
KY,10/9/20,13438,9446,687,0.702931984,0.051123679,0.072729198
AL,8/19/20,15020,11208,1455,0.74620506,0.096870839,0.129817987
FL,10/6/20,77919,45624,2716,0.585531128,0.03485671,0.059530072
MO,7/13/20,20252,11690,890,0.577226941,0.043946277,0.076133447
NC,10/15/20,23590,18604,1419,0.788639254,0.060152607,0.07627392
FL,4/28/20,31457,16647,2948,0.529198589,0.09371523,0.177088965
MD,11/1/20,11177,8659,836,0.774715935,0.074796457,0.096546945
SC,11/12/20,11582,9142,769,0.789328268,0.066396132,0.084117261
FL,9/9/20,77358,44136,4579,0.570542155,0.059192327,0.103747508
MD,5/6/20,8171,6818,2157,0.834414392,0.263982377,0.316368436
OH,8/10/20,30079,19408,1763,0.645234217,0.058612321,0.090838829
TN,10/20/20,20028,13607,1490,0.679398842,0.074395846,0.109502462
MI,6/9/20,21497,13221,793,0.615016049,0.036888868,0.059980334
WY,9/25/20,1680,683,41,0.406547619,0.024404762,0.060029283
CT,10/18/20,8237,5656,340,0.686657764,0.041277164,0.060113154
OH,4/27/20,9408,7508,718,0.798044218,0.076318027,0.095631327
DC,7/20/20,511,407,117,0.796477495,0.228962818,0.287469287
SD,9/14/20,2377,1476,132,0.620950778,0.055532183,0.089430894
DC,6/1/20,2901,2018,364,0.695622199,0.125473974,0.180376611
NY,7/8/20,34804,23824,1729,0.684519021,0.049678198,0.072573875
AK,10/9/20,1604,1065,64,0.663965087,0.039900249,0.060093897
NC,6/23/20,30534,22920,1267,0.750638632,0.041494727,0.055279232
VI,5/5/20,77,68,2,0.883116883,0.025974026,0.029411765
MA,7/30/20,17364,13010,317,0.749251325,0.018256162,0.024365872
AL,9/21/20,14907,10131,967,0.679613604,0.064868854,0.09544961
TX,10/23/20,68517,50695,5738,0.739889371,0.08374564,0.113186705
WA,10/31/20,11650,9341,439,0.801802575,0.037682403,0.04699711
MT,9/27/20,2750,1931,194,0.702181818,0.070545455,0.10046608
IA,7/12/20,8614,4441,178,0.515556072,0.020664035,0.040081063
WY,8/20/20,1531,629,34,0.410842587,0.022207707,0.054054054
NV,9/5/20,8558,5680,643,0.663706473,0.075134377,0.113204225
MT,5/9/20,3007,1232,14,0.409710675,0.004655803,0.011363636
OR,11/11/20,6882,4965,393,0.721447254,0.057105493,0.079154079
TX,11/8/20,69053,50224,6839,0.727325388,0.099039868,0.136169959
HI,7/24/20,1574,1800,51,1.143583227,0.032401525,0.028333333
IN,9/20/20,17459,10247,780,0.586917922,0.044676098,0.07611984
WY,5/7/20,1047,574,16,0.548233047,0.015281757,0.027874564
NY,7/22/20,26239,25043,1653,0.954418995,0.062997828,0.066006469
TN,6/20/20,20748,12776,530,0.615770195,0.025544631,0.041484033
PR,9/6/20,9835,5255,393,0.534316218,0.039959329,0.074785918
AR,8/22/20,8528,5201,722,0.609873358,0.084662289,0.138819458
TN,9/19/20,20049,12497,1014,0.623322859,0.050576089,0.081139473
AL,5/29/20,14257,9117,840,0.639475345,0.058918426,0.092135571
NM,7/16/20,1616,1523,578,0.942450495,0.357673267,0.379514117
NE,10/25/20,5127,3334,442,0.650282816,0.086210259,0.132573485
IN,10/7/20,17590,11504,1129,0.654007959,0.064184196,0.098139777
GA,4/25/20,18481,10711,2741,0.579568205,0.148314485,0.255905144
MT,5/17/20,3003,1326,12,0.441558442,0.003996004,0.009049774
LA,10/1/20,14174,9462,503,0.667560322,0.035487512,0.053160008
CT,6/29/20,9681,5539,274,0.572151637,0.028302861,0.049467413
MN,11/7/20,11580,8302,1329,0.716925734,0.114766839,0.160081908
HI,7/7/20,1739,2070,19,1.190339275,0.010925819,0.009178744
CT,9/23/20,8193,6113,189,0.746124741,0.023068473,0.030917716
ND,5/24/20,2675,1427,62,0.533457944,0.02317757,0.043447793
MA,6/11/20,17194,13217,1577,0.768698383,0.091718041,0.119316032
OR,8/8/20,4164,3751,224,0.900816523,0.053794428,0.059717409
DE,7/28/20,2402,1856,172,0.772689425,0.071606994,0.092672414
NE,5/21/20,5268,2954,297,0.560744115,0.056378132,0.100541638
KS,8/19/20,7916,4552,320,0.575037898,0.040424457,0.07029877
AL,8/1/20,15691,10969,2219,0.699063157,0.141418648,0.202297384
OH,11/5/20,32615,23107,2467,0.708477694,0.075640043,0.106764184
AL,5/24/20,7760,4486,425,0.578092784,0.054768041,0.094739189
KS,8/9/20,7477,4209,324,0.562926307,0.043332888,0.076977904
SD,7/28/20,2184,1382,65,0.632783883,0.029761905,0.047033285
TN,6/15/20,21081,13109,616,0.621839571,0.029220625,0.046990617
MS,10/19/20,8184,5065,616,0.618890518,0.075268817,0.121618954
GA,7/2/20,15655,10414,1972,0.66521878,0.125966145,0.189360476
WI,8/11/20,11848,7619,685,0.64306212,0.057815665,0.089906812
IL,10/2/20,30260,20190,1846,0.667217449,0.061004627,0.091431402
AL,11/18/20,15707,12243,1454,0.779461387,0.092570192,0.118761741
FL,6/10/20,63086,42673,3803,0.676425831,0.060282789,0.089119584
GA,4/30/20,19022,11728,2861,0.616549259,0.150404794,0.243946112
WY,7/20/20,1369,607,27,0.443389335,0.019722425,0.044481054
SC,6/27/20,10796,7541,957,0.698499444,0.088643942,0.126906246
IN,9/2/20,17261,10920,857,0.632640056,0.049649499,0.078479853
CO,9/18/20,11177,7658,297,0.685157019,0.026572426,0.038782972
OK,7/18/20,3715,2558,739,0.688559892,0.198923284,0.288897576
DC,10/17/20,3611,2837,154,0.785654943,0.042647466,0.054282693
ME,6/23/20,3140,1943,47,0.618789809,0.014968153,0.024189398
CO,5/12/20,6527,5999,789,0.919105255,0.120882488,0.13152192
OH,6/3/20,25160,18139,1368,0.720945946,0.054372019,0.075417608
NJ,5/31/20,15771,9707,2193,0.615496798,0.139052692,0.22591944
RI,11/15/20,2240,1966,276,0.877678571,0.123214286,0.140386572
DE,10/30/20,3205,2261,140,0.705460218,0.043681747,0.061919505
MT,11/22/20,3178,2080,453,0.654499685,0.14254248,0.217788462
